"","color","director_name","num_critic_for_reviews","duration","director_facebook_likes","actor_3_facebook_likes","actor_2_name","actor_1_facebook_likes","gross","genres","actor_1_name","movie_title","num_voted_users","cast_total_facebook_likes","actor_3_name","facenumber_in_poster","num_user_for_reviews","language","country","content_rating","budget","title_year","actor_2_facebook_likes","imdb_score","aspect_ratio","movie_facebook_likes"
"1727","Color","Marc Forster",134,129,395,313,"Madeline Carroll",18000,537580,"Action","Gerard Butler","Machine Gun Preacher",52972,19620,"Kathy Baker",1,124,"English","USA","R",3e+07,2011,1000,6.8,2.35,21000
"1735","Color","Elizabeth Banks",221,115,0,751,"Birgitte Hjort Sørensen",10000,183436380,"Comedy","Anna Kendrick","Pitch Perfect 2",97697,13159,"Hana Mae Lee",8,185,"English","USA","PG-13",2.9e+07,2015,1000,6.5,1.85,40000
"1736","Color","James Mangold",291,153,446,154,"Dallas Roberts",523,119518352,"Biography","Sandra Ellis Lafferty","Walk the Line",188637,1383,"Tyler Hilton",0,815,"English","USA","PG-13",2.8e+07,2005,405,7.9,2.39,11000
"1738","Color","Edward Norton",148,128,0,754,"Milos Forman",955,37036404,"Comedy","Lisa Edelstein","Keeping the Faith",44816,5404,"Anne Bancroft",3,259,"English","USA","PG-13",3e+07,2000,869,6.4,1.85,0
"1739","Color","Peter Hewitt",42,89,12,373,"Bradley Pierce",1000,22359293,"Adventure","Jim Broadbent","The Borrowers",16222,2056,"Mark Williams",0,39,"English","UK","PG",2.9e+07,1997,409,5.8,1.85,0
"1740","Color","Ron Howard",302,122,2000,1000,"Clint Howard",2000,18593156,"Drama","Toby Jones","Frost/Nixon",88682,6161,"Oliver Platt",1,241,"English","USA","R",3.5e+07,2008,1000,7.7,2.35,0
"1742","Color","Reginald Hudlin",64,99,71,584,"Jerry Stiller",2000,16930185,"Comedy","Matthew Perry","Serving Sara",14315,4169,"Vincent Pastore",2,101,"English","Germany","PG-13",2.9e+07,2002,719,5.3,1.85,201
"1743","Color","Ben Falcone",154,99,265,265,"Tyler Labine",22000,63034755,"Comedy","Peter Dinklage","The Boss",16984,23562,"Ben Falcone",1,96,"English","USA","R",2.9e+07,2016,779,5.3,1.85,0
"1744","Color","Richard Attenborough",17,147,0,400,"Kevin McNally",18000,5899797,"Biography","Denzel Washington","Cry Freedom",9913,18855,"Penelope Wilton",0,51,"English","UK","PG",2.9e+07,1987,427,7.5,2.35,0
"1745","Black and White","Lawrence Kasdan",65,112,759,933,"Alfre Woodard",11000,4554569,"Comedy","Zooey Deschanel","Mumford",8134,17873,"Mary McDonnell",4,123,"English","USA","R",2.8e+07,1999,1000,6.9,2.35,209
"1746","Color","Don Mancini",148,88,64,363,"Billy Boyd",1000,17016190,"Comedy","Jason Flemyng","Seed of Chucky",28632,2567,"Hannah Spearritt",0,214,"English","Romania","R",1.2e+07,2004,857,4.9,1.85,0
"1747","Color","John Maybury",161,94,11,566,"Jason Lewis",1000,6301131,"Drama","Jennifer Jason Leigh","The Jacket",92850,5085,"Angel Coulby",0,263,"English","USA","R",2.9e+07,2005,948,7.1,2.35,0
"1748","Color","Ron Clements",124,90,63,631,"Frank Welker",49000,217350219,"Adventure","Robin Williams","Aladdin",260939,52970,"Scott Weinger",0,244,"English","USA","G",2.8e+07,1992,2000,8,1.33,0
"1749","Color","F. Gary Gray",349,167,473,303,"Neil Brown Jr.",559,161029270,"Biography","Aldis Hodge","Straight Outta Compton",119928,2702,"R. Marcos Taylor",0,331,"English","USA","R",2.8e+07,2015,427,7.9,2.35,76000
"1750","Color","Steven Spielberg",148,118,14000,237,"Amrish Puri",11000,179870271,"Action","Harrison Ford","Indiana Jones and the Temple of Doom",329969,11898,"Kate Capshaw",2,524,"English","USA","PG",2.8e+07,1984,429,7.6,2.35,0
"1751","Color","Igor Kovalyov",45,83,5,368,"Cree Summer",971,100491683,"Adventure","Elizabeth Daily","The Rugrats Movie",14005,3438,"Christine Cavanaugh",0,67,"English","USA","G",2.4e+07,1998,503,5.9,1.85,418
"1752","Color","Lee Tamahori",133,104,93,878,"Billy Burke",11000,74058698,"Crime","Morgan Freeman","Along Came a Spider",59232,17109,"Monica Potter",0,317,"English","USA","R",6e+07,2001,2000,6.3,2.35,0
"1754","Color","Robert Rodriguez",178,102,0,876,"Salma Hayek",40000,55845943,"Action","Johnny Depp","Once Upon a Time in Mexico",130094,46186,"Enrique Iglesias",1,471,"English","USA","R",2.9e+07,2003,4000,6.4,1.78,0
"1755","Color","John McTiernan",233,131,323,541,"Bruce Willis",25000,81350242,"Action","Alan Rickman","Die Hard",592582,40585,"Reginald VelJohnson",0,722,"English","USA","R",2.8e+07,1988,13000,8.2,2.35,25000
"1756","Color","David Wain",173,101,136,526,"Ken Marino",833,67266300,"Comedy","Joe Lo Truglio","Role Models",195255,3400,"Bobb'e J. Thompson",1,170,"English","Germany","R",2.8e+07,2008,543,6.9,1.85,0
"1757","Color","Adam McKay",426,130,285,767,"Christian Bale",33000,70235322,"Biography","Ryan Gosling","The Big Short",182983,57308,"Charlie Talbert",4,374,"English","USA","R",2.8e+07,2015,23000,7.8,2.35,99000
"1758","Color","Ang Lee",210,120,0,210,"Kevin Chamberlin",579,7443007,"Comedy","Imelda Staunton","Taking Woodstock",24663,1500,"Demetri Martin",12,71,"English","USA","R",3e+07,2009,489,6.7,1.85,0
"1759","Color","Gavin O'Connor",129,135,149,250,"Noah Emmerich",639,64371181,"Biography","Eddie Cahill","Miracle",36636,1845,"Kenneth Mitchell",0,289,"English","USA","PG",2.8e+07,2004,617,7.5,2.4,0
"1760","Color","Zack Snyder",287,110,0,1000,"Kevin Zegers",3000,58885635,"Action","Ty Burrell","Dawn of the Dead",194422,10438,"Mekhi Phifer",0,1057,"English","USA","R",2.6e+07,2004,2000,7.4,2.35,7000
"1761","Color","Adam Shankman",108,103,163,968,"Judy Greer",11000,60400856,"Comedy","Matthew McConaughey","The Wedding Planner",61317,17533,"Alex Rocco",2,229,"English","Germany","PG-13",3.5e+07,2001,2000,5.2,2.35,0
"1763","Color","Wes Anderson",220,110,0,327,"Anjelica Huston",13000,52353636,"Comedy","Bill Murray","The Royal Tenenbaums",209133,14609,"Seymour Cassel",1,962,"English","USA","R",2.1e+07,2001,1000,7.6,2.35,0
"1764","Color","James Mangold",136,91,446,660,"Rebecca De Mornay",1000,51475962,"Mystery","Clea DuVall","Identity",177828,3969,"Jake Busey",0,714,"English","USA","R",3e+07,2003,872,7.3,2.35,11000
"1765","Color","Jon Turteltaub",222,105,226,966,"Morgan Freeman",22000,63910583,"Comedy","Robert De Niro","Last Vegas",106755,35694,"Romany Malco",2,173,"English","USA","PG-13",2.8e+07,2013,11000,6.6,2.35,27000
"1766","Color","John Glen",112,127,46,244,"Topol",844,62300000,"Action","Julian Glover","For Your Eyes Only",72085,2118,"Desmond Llewelyn",1,263,"English","UK","PG",2.8e+07,1981,402,6.8,2.35,2000
"1767","Color","Peter Chelsom",122,82,23,6,"David Sparrow",11,49968653,"Comedy","Lilli Lavine","Serendipity",85423,37,"Ann Talman",0,374,"English","USA","PG-13",2.8e+07,2001,9,6.9,1.85,12000
"1768","Color","Peter Hyams",62,99,0,186,"Bruce McGill",664,44450000,"Action","Mia Sara","Timecop",44394,2010,"Gloria Reuben",1,115,"English","Canada","R",2.7e+07,1994,655,5.8,2.35,0
"1769","Color","Ben Stiller",135,90,0,8000,"Alexander Skarsgård",14000,45162741,"Comedy","Milla Jovovich","Zoolander",201084,34565,"Will Ferrell",0,523,"English","Germany","PG-13",2.8e+07,2001,10000,6.6,2.35,0
"1770","Color","Lasse Hallström",184,115,529,325,"Noah Lomax",576,71346930,"Drama","David Lyons","Safe Haven",78008,1554,"Mimi Kirkland",0,160,"English","USA","PG-13",2.8e+07,2013,447,6.7,2.35,23000
"1771","Color","Kenny Ortega",36,96,197,115,"Omri Katz",580,39514713,"Comedy","Vinessa Shaw","Hocus Pocus",60494,1275,"Larry Bagby",0,132,"English","USA","PG",2.8e+07,1993,336,6.7,1.85,16000
"1772","Color","Scott Hicks",171,104,96,559,"Lily Rabe",943,43097652,"Comedy","Zoë Kravitz","No Reservations",59068,3497,"Bob Balaban",2,128,"English","USA","PG",2.8e+07,2007,763,6.3,2.35,0
"1773","Color","Matthew Vaughn",447,117,905,385,"Deborah Twiss",553,48043505,"Action","Elizabeth McGovern","Kick-Ass",435864,2357,"Michael Rispoli",1,801,"English","UK","R",3e+07,2010,488,7.7,2.35,36000
"1774","Color","Ruben Fleischer",220,83,181,459,"Dilshad Vadsaria",731,37053924,"Action","Bianca Kajlich","30 Minutes or Less",77935,1987,"Fred Ward",3,122,"English","Germany","R",2.8e+07,2011,579,6.1,2.35,0
"1775","Color","Patrick Lussier",122,99,71,1000,"Danny Masterson",18000,33000377,"Action","Gerard Butler","Dracula 2000",27378,23344,"Jeri Ryan",0,365,"English","USA","R",2.8e+07,2000,1000,4.9,2.35,0
"1776","Color","Miguel Arteta",119,81,44,3000,"Steve Carell",35000,66950483,"Comedy","Bella Thorne","Alexander and the Terrible, Horrible, No Good, Very Bad Day",29738,47677,"Jennifer Garner",6,85,"English","USA","PG",2.8e+07,2014,7000,6.2,2.39,12000
"1777","Color","Joe Wright",177,135,456,241,"Brenda Blethyn",422,38372662,"Drama","Talulah Riley","Pride & Prejudice",193455,1083,"Simon Woods",2,1058,"English","France","PG",2.8e+07,2005,286,7.8,2.35,17000
"1778","Color","Ridley Scott",302,117,0,521,"Sean Young",11000,27000000,"Sci-Fi","Harrison Ford","Blade Runner",461609,13877,"M. Emmet Walsh",2,1168,"English","USA","R",2.8e+07,1982,759,8.2,2.35,34000
"1779","Color","Michael Caton-Jones",44,139,105,902,"Jason Flemyng",14000,31600000,"Adventure","Liam Neeson","Rob Roy",34427,16125,"Eric Stoltz",1,126,"English","USA","R",2.8e+07,1995,1000,6.9,2.35,0
"1780","Color","McG",211,123,368,114,"Richard Sammel",933,30688364,"Action","Connie Nielsen","3 Days to Kill",69355,1286,"Tómas Lemarquis",0,211,"English","USA","PG-13",2.8e+07,2014,194,6.2,2.35,10000
"1781","Color","James Gray",222,117,115,97,"Oleg Taktarov",3000,28563179,"Crime","Robert Duvall","We Own the Night",72693,3681,"Antoni Corone",4,199,"English","USA","R",2.1e+07,2007,327,6.9,1.85,0
"1782","Color","Janusz Kaminski",100,97,710,258,"Bob Clendenin",497,16779636,"Drama","Philip Baker Hall","Lost Souls",9338,1805,"Ben Chaplin",2,167,"English","USA","R",2.8e+07,2000,347,4.8,2.35,209
"1784","Color","Donald Petrie",98,103,80,585,"Carlos Ponce",806,17324744,"Comedy","Samaire Armstrong","Just My Luck",44103,3211,"Faizon Love",3,149,"English","USA","PG-13",2.8e+07,2006,591,5.3,1.85,0
"1785","Color","Jay Roach",74,119,116,385,"Mary McCormack",738,8888143,"Comedy","Scott Grimes","Mystery, Alaska",22250,2171,"Ron Eldard",0,123,"English","Canada","R",2.8e+07,1999,428,6.7,2.35,913
"1786","Color","Brian Levant",97,94,32,453,"Amber Valletta",1000,24268828,"Action","Madeline Carroll","The Spy Next Door",29971,3436,"George Lopez",4,71,"English","USA","PG",2.8e+07,2010,626,5.4,1.85,0
"1787","Color","Michael Ritchie",21,89,23,899,"Francis Capra",1000,8119205,"Comedy","Mara Wilson","A Simple Wish",4288,5535,"Kathleen Turner",3,21,"English","USA","PG",2.8e+07,1997,937,5.4,1.85,517
"1788","Color","John Carpenter",156,98,0,900,"Clea DuVall",26000,8434601,"Action","Jason Statham","Ghosts of Mars",43006,28867,"Natasha Henstridge",5,460,"English","USA","R",2.8e+07,2001,1000,4.9,2.35,0
"1789","Color","David Gordon Green",125,107,234,660,"Zoe Kazan",1000,6998324,"Comedy","Dominic Flores","Our Brand Is Crisis",11476,3944,"Scoot McNairy",2,50,"English","USA","R",2.8e+07,2015,962,6.1,1.85,0
"1790","Color","Burr Steers",225,108,23,845,"Bella Heathcote",2000,10907291,"Action","Matt Smith","Pride and Prejudice and Zombies",23775,4710,"Sam Riley",0,134,"English","USA","PG-13",2.8e+07,2016,860,5.8,2.35,73000
"1791","Color","Martin Scorsese",85,134,17000,0,"Tulku Jamyang Kunga Tenzin",2,5532301,"Biography","Tenzin Thuthob Tsarong","Kundun",21606,4,"Tencho Gyalpo",0,117,"English","USA","PG-13",2.8e+07,1997,2,7,2.35,0
"1792","Color","Robert B. Weide",135,110,53,87,"Katherine Parkinson",480,2775593,"Comedy","James Corden","How to Lose Friends & Alienate People",61269,858,"Fenella Woolgar",4,98,"English","UK","R",2.7e+07,2008,261,6.5,1.85,0
"1793","Color","Jeff Wadlow",350,103,65,405,"Donald Faison",17000,28751715,"Action","Chloë Grace Moretz","Kick-Ass 2",202967,19168,"Augustus Prew",0,378,"English","USA","R",2.8e+07,2013,927,6.6,2.35,36000
"1795","Color","Camille Delamarre",177,100,11,561,"Robert Maillet",23000,20285518,"Action","Paul Walker","Brick Mansions",32103,25387,"RZA",2,112,"English","France","PG-13",2.8e+07,2014,727,5.7,2.35,0
"1796","Color","John Glen",106,131,46,293,"Kabir Bedi",594,67900000,"Action","Louis Jourdan","Octopussy",74374,1898,"Steven Berkoff",0,225,"English","UK","PG",27500000,1983,303,6.6,2.35,0
"1797","Color","Judd Apatow",251,133,0,529,"Martin Starr",11000,148734225,"Comedy","Harold Ramis","Knocked Up",298590,12874,"Charlyne Yi",2,559,"English","USA","R",3e+07,2007,985,7,1.85,0
"1798","Color","Nick Cassavetes",148,109,415,228,"Sofia Vassilieva",673,49185998,"Drama","Jason Patric","My Sister's Keeper",74476,1775,"Jeffrey Markle",2,184,"English","USA","PG-13",3e+07,2009,489,7.4,2.35,15000
"1799","Color","Malcolm D. Lee",76,114,92,436,"Mike Epps",940,42168445,"Comedy","Mo'Nique","Welcome Home, Roscoe Jenkins",10791,3565,"Cedric the Entertainer",3,39,"English","USA","PG-13",3.5e+07,2008,706,5.3,1.85,464
"1800","Color","David Lean",52,164,767,162,"Judy Davis",358,26400000,"Adventure","Richard Wilson","A Passage to India",12980,1334,"Art Malik",0,89,"English","UK","PG",1.6e+07,1984,223,7.4,1.85,845
"1801","Color","Richard Eyre",220,92,14,78,"Andrew Simpson",386,17508670,"Crime","Phil Davis","Notes on a Scandal",64625,646,"Shaun Parkes",0,281,"English","UK","R",1.5e+07,2006,99,7.4,1.85,0
"1802","Color","Gavin Hood",131,122,151,11000,"Jake Gyllenhaal",24000,9664316,"Drama","J.K. Simmons","Rendition",47203,50950,"Meryl Streep",2,197,"English","USA","R",27500000,2007,15000,6.8,2.35,0
"1804","Color","Nicholas Meyer",112,110,120,664,"Kurtwood Smith",12000,74888996,"Action","Leonard Nimoy","Star Trek VI: The Undiscovered Country",55513,16230,"Nichelle Nichols",0,188,"English","USA","PG",3e+07,1991,1000,7.2,2.35,0
"1805","Color","Callie Khouri",93,116,144,477,"Fionnula Flanagan",1000,69586544,"Drama","Ellen Burstyn","Divine Secrets of the Ya-Ya Sisterhood",15352,3845,"Matthew Settle",4,199,"English","USA","PG-13",2.7e+07,2002,482,6,2.35,0
"1806","Color","Jon Favreau",370,106,4000,591,"Bill Murray",19000,362645141,"Adventure","Scarlett Johansson","The Jungle Book",106221,32921,"Garry Shandling",0,398,"English","UK","PG",1.75e+08,2016,13000,7.8,1.85,65000
"1807","Color","Gary Fleder",83,115,39,685,"Tony Goldwyn",11000,60491560,"Crime","Morgan Freeman","Kiss the Girls",50653,14322,"Tatyana Ali",1,143,"English","USA","R",2.7e+07,1997,956,6.6,2.35,0
"1808","Color","John Landis",125,148,644,326,"Aretha Franklin",1000,54200000,"Action","John Belushi","The Blues Brothers",142448,2566,"Ray Charles",1,319,"English","USA","R",2.7e+07,1980,809,7.9,1.85,14000
"1810","Color","Todd Graff",98,118,650,715,"Jeremy Jordan",1000,30920167,"Comedy","Dolly Parton","Joyful Noise",6476,3389,"Jesse L. Martin",4,71,"English","USA","PG-13",2.5e+07,2012,773,5.7,2.35,0
"1811","Color","Chris Weitz",158,101,129,3,"Christopher Webster",66,40566655,"Comedy","Sharon Small","About a Boy",144021,74,"Peter McNicholl",0,391,"English","UK","PG-13",3e+07,2002,5,7.1,2.35,0
"1812","Color","Steve Miner",152,82,49,429,"Bridget Fonda",1000,31768374,"Action","Oliver Platt","Lake Placid",42761,3313,"Ty Olsson",0,366,"English","USA","R",2.7e+07,1999,888,5.6,2.35,2000
"1813","Color","Paul McGuigan",202,110,118,1000,"Morgan Freeman",13000,22494487,"Crime","Bruce Willis","Lucky Number Slevin",262153,26451,"Dorian Missick",3,507,"English","Germany","R",2.7e+07,2006,11000,7.8,2.35,10000
"1814","Color","Philip Kaufman",80,193,133,820,"Scott Glenn",2000,21500000,"Adventure","Dennis Quaid","The Right Stuff",45271,6341,"Sam Shepard",0,170,"English","USA","PG",2.7e+07,1983,826,7.9,1.85,0
"1815","Color","Roland Emmerich",288,130,776,358,"Joely Richardson",898,4463292,"Drama","Vanessa Redgrave","Anonymous",34488,2452,"Rafe Spall",3,136,"English","UK","PG-13",3e+07,2011,584,6.9,2.35,15000
"1817","Color","Alex Proyas",222,111,295,531,"William Hurt",3000,14337579,"Action","Rufus Sewell","Dark City",156929,4696,"Bruce Spence",1,624,"English","Australia","R",2.7e+07,1998,882,7.7,2.35,14000
"1818","Color","Saul Dibb",194,110,10,844,"Hayley Atwell",3000,13823741,"Biography","Dominic Cooper","The Duchess",61777,6420,"Charlotte Rampling",3,140,"English","UK","PG-13",13500000,2008,2000,6.9,2.35,0
"1821","Color","Richard Linklater",63,123,0,324,"Lew Temple",11000,10297897,"Action","Matthew McConaughey","The Newton Boys",8309,11969,"Dwight Yoakam",4,39,"English","USA","PG-13",2.7e+07,1998,597,6,2.35,315
"1822","Color","Christian Alvart",167,109,22,355,"Callum Rennie",14000,13248477,"Horror","Bradley Cooper","Case 39",60555,15790,"Vanesa Tomasino",1,174,"English","USA","R",2.7e+07,2009,716,6.2,2.35,0
"1823","Color","E. Elias Merhige",101,99,54,398,"Kevin Chamberlin",748,8712564,"Crime","Harry Lennix","Suspect Zero",16555,1721,"William Mapother",0,139,"English","USA","R",2.7e+07,2004,489,5.9,1.33,817
"1824","Color","Menno Meyjes",118,106,43,460,"Richard Schiff",1000,7486906,"Comedy","Oliver Platt","Martian Child",17436,2495,"Sophie Okonedo",0,71,"English","USA","PG",2.7e+07,2007,506,6.8,1.85,0
"1825","Color","Robert Rodriguez",76,89,0,640,"Joel McHale",2000,38536376,"Action","Alexa PenaVega","Spy Kids: All the Time in the World in 4D",15866,4311,"Daryl Sabara",5,83,"English","USA","PG",2.7e+07,2011,734,3.6,1.85,0
"1826","Color","Jodie Foster",268,98,0,638,"Jack O'Connell",8000,41008532,"Crime","Julia Roberts","Money Monster",19611,10894,"Chris Bauer",1,103,"English","USA","R",2.7e+07,2016,698,6.7,2.35,0
"1827","Color","Ronny Yu",95,93,31,57,"Junix Inocian",783,5204007,"Action","Meat Loaf","Formula 51",42876,1044,"Paul Barber",2,167,"English","UK","R",2.8e+07,2001,132,6.3,2.35,0
"1828","Color","Joel Schumacher",78,112,541,638,"Philip Seymour Hoffman",22000,4485485,"Comedy","Robert De Niro","Flawless",14612,46022,"Chris Bauer",1,105,"English","USA","R",1.5e+07,1999,22000,6.4,1.85,0
"1829","Color","Renny Harlin",127,101,212,749,"Clifton Collins Jr.",1000,4476235,"Crime","LL Cool J","Mindhunters",49405,4186,"Eion Bailey",0,226,"English","USA","R",2.7e+07,2004,968,6.4,2.35,2000
"1830","Color","Barry Levinson",137,104,272,17000,"Robin Wright",22000,1089365,"Comedy","Robert De Niro","What Just Happened",23767,71973,"Kristen Stewart",1,111,"English","USA","R",2.5e+07,2008,18000,5.7,2.35,845
"1831","Black and White","Norman Jewison",54,120,278,387,"Colin Salmon",844,763044,"Drama","Charlotte Rampling","The Statement",4257,3286,"John Neville",4,52,"English","Canada","R",2.3e+07,2003,766,6.2,1.85,188
"1833","Color","Steve Carr",167,91,41,328,"Adhir Kalyan",567,20819129,"Action","Erick Avari","Paul Blart: Mall Cop",84209,2954,"Allen Covert",1,201,"English","USA","PG",2.6e+07,2009,402,5.2,1.85,0
"1834","Color","Mark Waters",129,97,70,512,"Julie Gonzalo",2000,110222438,"Comedy","Jamie Lee Curtis","Freaky Friday",96693,3984,"Willie Garson",2,271,"English","USA","PG",2.6e+07,2003,528,6.1,1.85,0
"1835","Color","Judd Apatow",217,133,0,218,"Romany Malco",7000,109243478,"Comedy","Steve Carell","The 40-Year-Old Virgin",313797,8341,"Gerry Bednob",1,546,"English","USA","R",2.6e+07,2005,966,7.1,1.85,0
"1836","Color","John Madden",134,123,108,239,"Martin Clunes",1000,100241322,"Comedy","Tom Wilkinson","Shakespeare in Love",175524,1690,"Simon Callow",0,752,"English","USA","R",2.5e+07,1998,264,7.2,2.35,0
"1837","Color","Scott Frank",253,114,71,313,"Boyd Holbrook",14000,25977365,"Crime","Liam Neeson","A Walk Among the Tombstones",87950,15428,"David Harbour",0,207,"English","USA","R",2.8e+07,2014,439,6.5,2.35,15000
"1838","Color","Ivan Reitman",46,111,425,344,"Cathy Moriarty",743,91457688,"Action","Richard Tyson","Kindergarten Cop",107801,2403,"Penelope Ann Miller",4,109,"English","USA","PG-13",2.6e+07,1990,394,6,1.85,0
"1839","Color","David Gordon Green",232,117,234,919,"Gary Cole",11000,87341380,"Action","James Franco","Pineapple Express",255257,15590,"Rosie Perez",3,374,"English","USA","R",2.7e+07,2008,989,7,2.35,0
"1840","Color","Andy Tennant",92,121,72,343,"Dougray Scott",1000,65703412,"Comedy","Anjelica Huston","Ever After: A Cinderella Story",57958,2747,"Jeanne Moreau",1,345,"English","USA","PG-13",2.6e+07,1998,794,7,2.35,0
"1841","Color","Kevin Costner",153,139,0,648,"Michael Jeter",3000,58328680,"Drama","Robert Duvall","Open Range",54096,5458,"Julian Richings",0,494,"English","USA","R",2.2e+07,2003,693,7.5,2.35,0
"1842","Color","Joel Schumacher",49,115,541,442,"Oliver Platt",8000,61490000,"Drama","Julia Roberts","Flatliners",62037,10493,"Hope Davis",5,148,"English","USA","R",2.6e+07,1990,1000,6.6,2.35,0
